"cycle","district_final","general_sharetotal_A_all","general_sharetotal_B_all","general_sharetotal_H_all","cand_A_all","cand_B_all","cand_H_all","dfe"
2012,"NC12",0,0.129037771321142,0.0170910955392241,0,1,0,265
2002,"NC13",0.00742926237119841,0.0582268438342676,0.00557194677839881,0,0,0,266
2004,"NC13",0.00576501279560313,0.0473779233384112,0.0146745780251716,0,0,0,266
2006,"NC13",0.00822381462316314,0.0481447207312346,0.00428018652410179,0,1,0,266
2008,"NC13",0.00307124470533756,0.0211105511896817,0.010214782833717,0,0,0,266
2010,"NC13",0.00890626786128439,0.049534086101009,0.008214154711559,0,1,0,266
2012,"NC13",0.00198800947986297,0.0497797573757686,0.000248501184982871,0,0,0,266
1980,"NC2",0,1,0,0,0,0,267
1982,"NC2",0.0223104725358083,0.156173307750658,0,0,0,1,267
1984,"NC2",0,0,0,0,0,0,267
1986,"NC2",0,0.111234705228031,0,0,1,0,267
1988,"NC2",NA,NA,NA,0,0,0,267
1990,"NC2",0,0.174107142857143,0,0,0,0,267
1992,"NC2",0.0242817459546611,0.162202062977136,0,0,1,0,267
1994,"NC2",0.0071302671283277,0.114939906108642,0.00285210685133108,0,0,0,267
1996,"NC2",0.00539319055760197,0.0752350082785475,0,0,0,0,267
1998,"NC2",0.00766334907512956,0.0704070196277528,0,0,0,0,267
2000,"NC2",0.00763253904043719,0.113419530140897,0.00534277732830603,0,0,0,267
2002,"NC2",0.0104275286757039,0.114702815432742,0,0,0,0,267
2004,"NC2",0.0189382634187785,0.0907058914060798,0.00599312133505648,0,0,0,267
2006,"NC2",0.0201479141920974,0.0542519445562817,0.00245706270635334,0,0,0,267
2008,"NC2",0.0149312817074757,0.0341230600278175,0.00781742497773597,0,0,0,267
2010,"NC2",0.00395426095498534,0.0656484853056096,0.00255863944146111,0,0,0,267
2012,"NC2",0.00272168942883578,0.0546626372961903,0.00272168942883578,0,0,0,267
1980,"NC3",0,0,0,0,0,0,268
1982,"NC3",0,0.0262881177707676,0,0,0,0,268
1984,"NC3",NA,NA,NA,0,0,0,268
1986,"NC3",0,0,0,0,0,0,268
1988,"NC3",0,0,0,0,0,0,268
1990,"NC3",0,0.0518134715025907,0,0,0,0,268
1992,"NC3",0,0.112271853986551,0,0,0,0,268
1994,"NC3",0.00271946045904493,0.110682040683128,0.0116936799738932,0,0,0,268
1996,"NC3",0,0.0436999271667881,0,0,0,0,268
1998,"NC3",0.00609028234548954,0.0901361787132451,0,0,1,0,268
2000,"NC3",0.00832196388970936,0.129712458565997,0.00234421518019982,0,0,0,268
2002,"NC3",0,0.255434782608696,0,0,0,0,268
2004,"NC3",0.00296406076324565,0.11559836976658,0,0,0,0,268
2006,"NC3",0.0107257009245554,0.0482656541604994,0,0,0,0,268
2008,"NC3",0.106751075250205,0.0457504608215166,0.0305003072143444,0,0,0,268
2010,"NC3",0.0297869740744691,0.125864566922511,0.0116811663037134,0,0,0,268
2012,"NC3",0.0123676659740774,0.166963490650045,0.00618383298703869,0,0,0,268
1980,"NC4",0,0,0,0,0,0,269
1982,"NC4",0,0.0704225352112676,0,0,0,0,269
1984,"NC4",0.0151285930408472,0.0453857791225416,0,0,0,0,269
1986,"NC4",0,0.0680657969370391,0,0,0,0,269
1988,"NC4",0.0123276187971531,0.0517759989480432,0,0,0,0,269
1990,"NC4",0.033245981147573,0.0762701920444323,0,0,0,0,269
1992,"NC4",0.465657741559953,0.0388048117966628,0,0,0,0,269
1994,"NC4",0.0501354465693608,0.0397525573120932,0,0,0,0,269
1996,"NC4",0.00822138956431618,0.0540618647108064,0.00747399051301471,0,0,0,269
1998,"NC4",0.0158265183386184,0.0667591319010814,0,0,0,0,269
2000,"NC4",0.0436824287430381,0.068302937643333,0,0,0,0,269
2002,"NC4",0.0161015343815116,0.0454631559007388,0.00947149081265391,1,0,0,269
2004,"NC4",0.0115176384147541,0.0823204250333524,0,0,0,0,269
2006,"NC4",0.0260558796255584,0.0901486906687846,0.00535076099453431,0,0,0,269
2008,"NC4",0.0177760833269165,0.0566972678410785,0.00693550304129186,0,0,0,269
2010,"NC4",0.0151983508154186,0.0418096624029362,0.00244787250602671,0,0,0,269
2012,"NC4",0,0,0,0,0,0,269
1980,"NC5",0,0,0,0,0,0,270
1982,"NC5",0,0,0,0,0,0,270
1984,"NC5",0,0,0,0,0,0,270
1986,"NC5",0,0.0472255017709563,0.0118063754427391,0,0,0,270
1988,"NC5",0,0.130618517095659,0,0,0,0,270
1990,"NC5",0,0.0269179004037685,0.0134589502018843,0,0,0,270
1992,"NC5",0,0.0302240750390829,0,0,0,0,270
1994,"NC5",0.00114140136694228,0.0358400029219875,0,0,0,0,270
1996,"NC5",0,0.0348493797991731,0,0,0,0,270
1998,"NC5",0,0.098159509202454,0,0,0,0,270
2000,"NC5",0.0167434072833822,0.0493930514859774,0.0100460443700293,0,0,0,270
2002,"NC5",0.00995312080102716,0.0288640503229788,0.00298593624030815,0,0,0,270
2004,"NC5",0,0.0346868929793729,0.00770819843986064,0,0,0,270
2006,"NC5",0.00820121330572137,0.0273373776857379,0.00713809306238712,0,0,0,270
2008,"NC5",0.00269485182882006,0.0343239022407608,0.00312035474916007,0,0,0,270
2010,"NC5",0.00602115859935665,0.0508348949114074,0.0166477074612108,0,0,0,270
2012,"NC5",0.00975677883570686,0.0419541489935395,0.0261342290242148,0,0,0,270
1980,"NC6",0.0307988450433109,0.0818094321462945,0,0,0,0,271
1982,"NC6",0.0347535969972892,0.0834086327934941,0,0,0,0,271
1984,"NC6",0.0320284697508897,0.0711743772241993,0,0,0,0,271
1986,"NC6",0,0.0682141534623555,0,0,0,0,271
1988,"NC6",0.0193528409970584,0.0774113639882335,0,0,0,0,271
1990,"NC6",0.0117096018735363,0.0644028103044497,0,0,0,0,271
1992,"NC6",0.0603557814485388,0.104193138500635,0,0,0,0,271
1994,"NC6",0,0,0,0,0,0,271
1996,"NC6",0.0192329795793265,0.0574690624880273,0,0,0,0,271
1998,"NC6",0,0.218356772760918,0,0,0,0,271
2000,"NC6",0.0390487719161232,0.0195243859580616,0.0780975438322465,0,0,0,271
2002,"NC6",0,0,0,0,0,0,271
2004,"NC6",0,0.0876232201533406,0,0,0,0,271
2006,"NC6",0,0,0,0,0,0,271
2008,"NC6",0.0211276731201535,0.0801090939139155,0,0,0,0,271
2010,"NC6",0,0.0534834623504574,0,0,0,0,271
2012,"NC6",0,0.00766596821178515,0.00638830684315429,0,0,0,271
1980,"NC7",0,0.125,0,0,0,0,272
1982,"NC7",0,0.0735294117647059,0,0,1,0,272
1984,"NC7",0,0.0555555555555556,0.111111111111111,0,0,0,272
1986,"NC7",0,0.0568643379366369,0.00812347684809098,0,0,0,272
1988,"NC7",0,0,0,0,0,0,272
1990,"NC7",0,0,0,0,0,0,272
1992,"NC7",0,0.0503597122302158,0,0,0,0,272
1994,"NC7",0,0.0718191085163562,0,0,0,0,272
1996,"NC7",NA,NA,NA,0,0,0,272
1998,"NC7",0.0349764491908781,0.137247586625006,0,0,0,0,272
2000,"NC7",0.00572969586774334,0.0718274673980305,0,0,0,0,272
2002,"NC7",0,0.0625,0,0,0,0,272
2004,"NC7",0.056980056980057,0.256410256410256,0,0,0,0,272
2006,"NC7",0.00753295668549906,0.126804770872567,0,0,0,0,272
2008,"NC7",0.0103230388548859,0.0465569052355356,0.00206460777097719,0,0,0,272
2010,"NC7",0.00709075355691495,0.0697510752965865,0.00462584109025206,0,0,0,272
2012,"NC7",0.00165070176696895,0.0597995767435599,0,0,0,0,272
1980,"NC8",0,0,0,0,0,0,273
1982,"NC8",0,0,0,0,0,0,273
1984,"NC8",0.0344744372048126,0,0,0,0,0,273
1986,"NC8",0,0.0606060606060606,0,0,0,0,273
1988,"NC8",0,0.0689927064853144,0,0,0,0,273
1990,"NC8",0.00808080808080808,0.0775757575757576,0.0161616161616162,0,0,0,273
1992,"NC8",0,0.0854798267608844,0.00474887926449358,0,0,0,273
1994,"NC8",0,0.0652721464553385,0,0,0,0,273
1996,"NC8",0.0345855878012789,0.0837739793408755,0,0,0,0,273
1998,"NC8",0.00561709394027906,0.0572943581908464,0,0,0,0,273
2000,"NC8",0.0012388029109616,0.0571425997292653,0.000563092232255275,0,0,0,273
2002,"NC8",0.00633085214174235,0.0737092070788574,0.00602938299213557,0,0,0,273
2004,"NC8",0.000466077607767412,0.0491869868604033,0.00493726279414632,0,0,0,273
2006,"NC8",0.00762105642759899,0.0612770555610687,0.018452685562995,0,0,0,273
2008,"NC8",0.0106228846870559,0.0416661188864639,0.00537143526581121,0,0,0,273
2010,"NC8",0.00544151399306858,0.0639482942718243,0.0328276664639755,0,0,0,273
2012,"NC8",0.025811689686772,0.0574489637490847,0.00900309285404485,0,0,0,273
1980,"NC9",0,0.3,0,0,0,0,274
1982,"NC9",0,0,0,0,0,0,274
1984,"NC9",0,0.18957345971564,0,0,0,0,274
1986,"NC9",0,0.115619324783143,0,0,0,0,274
1988,"NC9",0,0.0930232558139535,0,0,0,0,274
1990,"NC9",0,0.0557103064066852,0,0,0,0,274
1992,"NC9",0,0.0606060606060606,0,0,0,0,274
1994,"NC9",0.0165700082850041,0.103562551781276,0.0115990057995029,0,0,0,274
1996,"NC9",0,0.121121718377088,0.00596658711217184,0,0,0,274
1998,"NC9",0.0216958958596999,0.0354366299041765,0.0216958958596999,0,0,0,274
2000,"NC9",0.0318058760470229,0.0683631011864746,0.0170339953122445,0,0,0,274
2002,"NC9",0,0.0406976744186047,0,0,0,0,274
2004,"NC9",0.0673479131481996,0.0598228474107646,0.00712600922105593,0,0,0,274
2006,"NC9",0.0439431024709207,0.0769004293241111,0.0221912667478149,0,0,0,274
2008,"NC9",0.0096947463684692,0.0631935985104992,0.00302960824014662,0,0,0,274
2010,"NC9",0.0159790537432645,0.0509731814410139,0.00853738014282991,0,1,0,274
2012,"NC9",0.00440741549419865,0.0282074591628714,0.00248417964218469,0,0,0,274
1980,"ND1",0,0,0,0,0,0,275
1982,"ND1",0,0,0,0,0,0,275
1984,"ND1",0,0,0,0,0,0,275
1986,"ND1",0,0,0,0,0,0,275
1988,"ND1",0,0.0774550484094053,0.0239741816505302,0,0,0,275
1990,"ND1",0.0117236730267593,0.00732729564172455,0,0,0,0,275
1992,"ND1",0,0.0354029644082198,0.0157346508480977,0,0,0,275
1994,"ND1",0.00341203766889586,0.0163777808107002,0.00682407533779173,0,0,0,275
1996,"ND1",0.00142247510668563,0.0452347083926031,0.00142247510668563,0,0,0,275
1998,"ND1",0,0.0496280175200561,0.00227651456514019,0,0,0,275
2000,"ND1",0.0166271771210043,0.0548696844993141,0,0,0,0,275
2002,"ND1",0.00340030743370333,0.0498998702718151,0.00344334929995274,0,0,0,275
2004,"ND1",0.00294651660363527,0.0278844465407554,0.00568561207702427,0,0,0,275
2006,"ND1",0.00229371195687577,0.0502577775439891,0,0,0,0,275
2008,"ND1",0.00461722992077163,0.0373774893938954,0.0179731826147905,0,0,0,275
2010,"ND1",0.00632294136952269,0.0192972885952965,0.00421748400959332,0,0,0,275
2012,"ND1",0.00156784296049987,0.0299279835018157,0.0123271509003679,0,0,0,275
1980,"NE1",0,0,0,0,0,0,276
1982,"NE1",0,0,0,0,0,0,276
1984,"NE1",0,0.25,0,0,0,0,276
1986,"NE1",0,0,0,0,0,0,276
1988,"NE1",0,0,0,0,0,0,276
1990,"NE1",0,0,0,0,0,0,276
1992,"NE1",0,0.0656146451888061,0,0,0,0,276
1994,"NE1",0,0.0251736985197865,0,0,0,0,276
1996,"NE1",0.147383935151069,0,0,0,0,0,276
1998,"NE1",0,0.0163302632438435,0.097981579463061,0,0,0,276
2000,"NE1",0.0185690676471134,0.064991736764897,0,0,0,0,276
2002,"NE1",0.0675766995539938,0,0,0,0,0,276
2004,"NE1",0.00637448187611731,0.0185983397945965,0.0104709132707561,0,0,0,276
2006,"NE1",0.00308055619312632,0.0405871599274446,0.00431055978236259,0,0,0,276
2008,"NE1",0,0.0513198715845219,0.0133892778373581,0,0,0,276
2010,"NE1",0.00536702565985702,0.0347997943785129,0.0147593205646068,0,0,0,276
2012,"NE1",0,0.0143195062748792,0.0175413951867271,0,0,0,276
1980,"NE2",0,0.0854700854700855,0,0,0,0,277
1982,"NE2",0.0495049504950495,0.101485148514851,0,0,0,0,277
1984,"NE2",0.0140944326990839,0.18322762508809,0,0,0,0,277
1986,"NE2",0.120300751879699,0.0300751879699248,0,0,0,0,277
1988,"NE2",0.0157596685566595,0.0924567221990691,0.00490300799540518,0,0,0,277
1990,"NE2",0.00709436211043084,0.100119185283455,0.00266038579141157,0,0,0,277
1992,"NE2",0.00538244998358353,0.092728848317177,0,0,0,0,277
1994,"NE2",0.0071772899643316,0.0677390809798182,0.0049514215576718,0,0,0,277
1996,"NE2",0.0073959938366718,0.0707180277349769,0.00308166409861325,0,0,0,277
1998,"NE2",0.0109592174165789,0.143179793109035,0.00476487713764301,0,0,0,277
2000,"NE2",0.00354475429535602,0.154374049562755,0.00708950859071203,0,0,0,277
2002,"NE2",0.006169044972307,0.0895899556103285,0.00293029636184583,0,0,0,277
2004,"NE2",0.0117312167090066,0.0974766959380076,0.0012831018275476,0,0,0,277
2006,"NE2",0.00493634885351073,0.101065916612822,0.00487279071376596,0,0,0,277
2008,"NE2",0.00951499292925386,0.0797606452634498,0.00331918357997228,0,0,0,277
2010,"NE2",0.0106126396059594,0.0979376916437788,0.000727847387284297,0,0,0,277
2012,"NE2",0,0.13555549713192,0.000406975792998437,0,1,0,277
1980,"NE3",0,0,0,0,0,0,278
1982,"NE3",NA,NA,NA,0,0,0,278
1984,"NE3",0,0.0934579439252336,0,0,0,0,278
1986,"NE3",0.12448132780083,0,0,0,0,0,278
1988,"NE3",0,0,0,0,0,0,278
1990,"NE3",0,0.0398739122235094,0,0,0,0,278
1992,"NE3",0,0.0392702966160702,0,0,0,0,278
1994,"NE3",0,0.0135135135135135,0,0,0,0,278
1996,"NE3",0,0.0809257910496075,0,0,0,0,278
1998,"NE3",0,0,0,0,0,0,278
2000,"NE3",0.00291546606154549,0.043003124407796,0.00826048717437888,0,0,0,278
2002,"NE3",0.0100639547551431,0.0405577376632269,0.00503197737757157,0,0,0,278
2004,"NE3",0.0183299389002037,0.0672097759674134,0.00203665987780041,0,0,0,278
2006,"NE3",0.0174945083540059,0.0335948223726049,0.00522814984111511,0,0,0,278
2008,"NE3",0,0,0.00963979155479022,0,0,0,278
2010,"NE3",0,0.0427758256544903,0.00936602910025241,0,0,0,278
2012,"NE3",0,0.0714281930010588,0.00236517195367745,0,0,0,278
1980,"NH1",0,0,0,0,0,0,279
1982,"NH1",0.0645161290322581,0,0,0,0,0,279
1984,"NH1",0,0,0,0,0,0,279
1986,"NH1",0,0,0,0,0,0,279
1988,"NH1",0,0.0165289256198347,0,0,0,0,279
1990,"NH1",0,0.016110893491199,0.00157949936188226,0,0,0,279
1992,"NH1",0.00910995718320124,0,0.0024845337772367,0,0,0,279
1994,"NH1",0.00305810397553517,0.00764525993883792,0,0,0,0,279
1996,"NH1",0.00426251645331351,0.0272801053012065,0.0184140710783144,0,0,0,279
1998,"NH1",0.0159235668789809,0,0,0,0,0,279
2000,"NH1",0.00576651385404953,0.0201827984891734,0.00288325692702477,0,0,0,279
2002,"NH1",0.00313443893543056,0.0192625520031914,0.00353336752721263,0,0,0,279
2004,"NH1",0.0160469627568276,0.0495119895186927,0.0224708260123298,0,0,0,279
2006,"NH1",0.000845658738982441,0.00517965977626745,0.0042282936949122,0,0,0,279
2008,"NH1",0.000280059923861789,0.0210156966865886,0.000420089885792683,0,0,0,279
2010,"NH1",0.00342500454661147,0.0359451335218717,0.00186158610881935,0,0,0,279
2012,"NH1",0.00852224664888718,0.0394788537195933,0.00225560415989877,0,0,0,279
1980,"NH2",0,0,0,0,0,0,280
1982,"NH2",0,0,0,0,0,0,280
1984,"NH2",0,0.0769230769230769,0,0,0,0,280
1986,"NH2",0,0,0,0,0,0,280
1988,"NH2",0.0126400411222671,0.0347601130862346,0.0105333676018893,0,0,0,280
1990,"NH2",0.0365174522990779,0.0407778217339704,0.018258726149539,0,0,0,280
1992,"NH2",0.0399001089038267,0.0117353261481843,0.016429456607458,0,0,0,280
1994,"NH2",0.00648488640004883,0.0198361231060317,0.0076292781177045,0,0,0,280
1996,"NH2",0.00441951836088903,0.0265171101653342,0.0132585550826671,0,0,0,280
1998,"NH2",0,0.0244349419670128,0.00203624516391774,0,0,0,280
2000,"NH2",0,0.0220082921565287,0.00532458681206338,0,0,0,280
2002,"NH2",0.0390878898998581,0.0146856134390528,0.00686600108838832,0,0,0,280
2004,"NH2",0,0.030105260031173,0,0,0,0,280
2006,"NH2",0.0103373632141468,0.0334521881685705,0.00649090248330149,0,0,0,280
2008,"NH2",0.000892452797993024,0.0331992440853405,0.0121373580527051,0,0,0,280
2010,"NH2",0.00606533001838925,0.030555183973211,0.00722336746907833,0,0,0,280
2012,"NH2",0.00811770987171376,0.0387498466152222,0.0044969588476256,0,0,0,280
1980,"NJ1",0,0,0.0202281738004693,0,0,0,281
1982,"NJ1",0,0,0,0,0,0,281
1984,"NJ1",0.00560852495793606,0.112170499158721,0.0112170499158721,0,0,0,281
1986,"NJ1",0.0145985401459854,0.102189781021898,0.0255474452554745,0,0,0,281
1988,"NJ1",0.0229080204797703,0.0496340443728357,0.00668150597326634,0,0,0,281
1990,"NJ1",0.0216891633053158,0.0408432296009194,0.0143655497217027,0,0,0,281
1992,"NJ1",0.0181700117360404,0.056595118522093,0.00655311898676866,0,0,0,281
1994,"NJ1",0.0144771674387823,0.0197824648231807,0.0214010301268955,0,0,0,281
1996,"NJ1",0.0406373050460323,0.0318792651654219,0.0087580398806104,0,0,0,281
1998,"NJ1",0.0489197422453268,0.0365493061187996,0.00478979199529962,0,0,0,281
2000,"NJ1",0.0755634114007954,0.0415377817057004,0.00883782589482987,0,0,0,281
2002,"NJ1",0.0544891640866873,0.0381836945304438,0.00825593395252838,0,0,0,281
2004,"NJ1",0.047491550574702,0.0667143210454148,0.00565375602079786,0,0,0,281
2006,"NJ1",0.0230138360614222,0.040056883209226,0.00888800144156078,0,0,0,281
2008,"NJ1",0.0453041486383304,0.0241791804530415,0.0123441079155001,0,0,0,281
2010,"NJ1",0.0311041546467722,0.0486270186282182,0.0087685725220928,0,0,0,281
2012,"NJ1",0.0360980892403303,0.0510271857636941,0,0,0,0,281
1980,"NJ10",0.0565069981743893,0.139354950882379,0.0108667304181518,0,0,0,282
1982,"NJ10",0,0,0.0769230769230769,0,0,0,282
1984,"NJ10",0,0,0,0,0,0,282
1986,"NJ10",0.0459770114942529,0,0,0,0,0,282
1988,"NJ10",0,0.221210498125335,0,0,1,0,282
1990,"NJ10",0,0.186813186813187,0,0,1,0,282
1992,"NJ10",0.0559910414333707,0.308510638297872,0,0,1,0,282
1994,"NJ10",0,0.155440414507772,0.243523316062176,0,1,0,282
1996,"NJ10",0.0394542166694065,0.244944928489232,0.0328785138911721,0,1,0,282
1998,"NJ10",0.0198363501115795,0.190181006694768,0.0619885940986858,0,1,0,282
2000,"NJ10",0.0513478818998716,0.216089002995293,0.154043645699615,0,1,0,282
2002,"NJ10",0.0105671010919338,0.212486791123635,0.017611835153223,0,1,0,282
2004,"NJ10",0.0276729559748428,0.223899371069182,0.050314465408805,0,1,0,282
2006,"NJ10",0.01040763226366,0.224631396357329,0.121422376409367,0,1,0,282
2008,"NJ10",0.0953882538431218,0.110366574694521,0.0236499802916831,0,1,0,282
2010,"NJ10",0.0168255503385132,0.0364553590667787,0.00280425838975221,0,1,0,282
2012,"NJ10",0.0132650624784443,0.155546122622238,0.040458440559255,0,1,0,282
1980,"NJ11",0,0.285714285714286,0,0,0,0,283
1982,"NJ11",0,0.072463768115942,0.0579710144927536,0,0,0,283
1984,"NJ11",0.00209438119413238,0.0356044803002505,0,0,0,0,283
1986,"NJ11",0.0125812539316419,0.0419375131054728,0,0,0,0,283
1988,"NJ11",0.0180766449746927,0.086767895878525,0,0,0,0,283
1990,"NJ11",0,0.0588514680483592,0.00172711571675302,0,0,0,283
1992,"NJ11",0.0240587032358956,0.0252616383976904,0.0208508761377762,0,1,0,283
1994,"NJ11",0,0.110463061152351,0.0441852244609403,0,0,0,283
1996,"NJ11",0.00932001192961527,0.0629100805249031,0.0172420220697883,0,0,1,283
1998,"NJ11",0.0317957535004769,0.0341509945005123,0.0200195485003003,0,0,0,283
2000,"NJ11",0.0225173516062377,0.0534235204775445,0.0260494851915299,0,0,0,283
2002,"NJ11",0.0395814818410617,0.0410751226652527,0.0138161776237668,1,0,0,283
2004,"NJ11",0.0289402823564939,0.0395097767823439,0.00780129350479402,0,0,0,283
2006,"NJ11",0.0146391030535447,0.0244559133365099,0.0169354329442968,0,0,0,283
2008,"NJ11",0.0172767143258154,0.031201230349607,0.0134087932080955,0,0,0,283
2010,"NJ11",0.0470537683150832,0.0391917989980121,0.0127491394330883,0,0,0,283
2012,"NJ11",0.00953004693653073,0.0695861356709237,0.0386239787736047,0,0,0,283
1980,"NJ12",0,0.148148148148148,0,0,0,0,284
1982,"NJ12",0.00427350427350427,0.0769230769230769,0.00427350427350427,0,0,0,284
1986,"NJ12",0.00214408233276158,0.0392367066895369,0.0107204116638079,0,0,0,284
1988,"NJ12",0.00723194785283468,0.0795514263811815,0.00723194785283468,0,0,0,284
1990,"NJ12",0.00406542901456033,0.0296776318062904,0.00203271450728017,0,0,0,284
1992,"NJ12",0,0.0481615647669349,0.00230438108932703,0,0,0,284
1994,"NJ12",0.00963609810832687,0.0331695910439963,0.00807290885964274,0,0,0,284
1996,"NJ12",0.0155813629092334,0.0236035388985015,0.00850297233046735,0,0,0,284
1998,"NJ12",0.0167382425801762,0.0271924706602519,0.00478235502290748,0,0,0,284
2000,"NJ12",0.0181726396097291,0.0258961280846831,0.00373250620995721,0,0,0,284
2002,"NJ12",0.0196246293253837,0.0499888091202944,0.00726595384054815,0,0,0,284
2004,"NJ12",0.0367811376313037,0.0209363655319424,0.00450826848940489,0,0,0,284
2006,"NJ12",0.0320941643897919,0.0272123367489297,0.00213108661286799,0,0,0,284
2008,"NJ12",0.0272810737550824,0.00907183141695449,0.000743234381148079,0,0,0,284
2010,"NJ12",0.0244525720609589,0.0211667625428926,0.00360064783554635,0,0,0,284
2012,"NJ12",0.0422729284391146,0.0359551454541035,0.00489360478669505,0,0,0,284
1980,"NJ13",0,0.0353107344632768,0,0,0,0,285
1982,"NJ13",0,0,0,0,0,0,285
1984,"NJ13",0.012586532410321,0.013215859030837,0,0,0,0,285
1986,"NJ13",0,0.0299480102541987,0.023958408203359,0,0,0,285
1988,"NJ13",0.0552208835341365,0.0451807228915663,0,0,0,0,285
1990,"NJ13",0.0250104210087536,0.0277893566763929,0,0,0,0,285
1992,"NJ13",0.0206611570247934,0.0454545454545455,0.321074380165289,0,0,1,285
1994,"NJ13",0,0.0537741485759809,0.436367257518423,0,0,1,285
1996,"NJ13",0.0222811671087533,0.0254641909814324,0.393899204244032,0,0,1,285
1998,"NJ13",0.00529105861485125,0.0445960654680319,0.353745061678626,0,0,1,285
2000,"NJ13",0.0218242926201155,0.038192512085202,0.399831952946825,0,0,1,285
2002,"NJ13",0.0543941399379907,0.0543941399379907,0.428861530651098,0,0,1,285
2004,"NJ13",0.0198216055500496,0,0.0941526263627354,0,0,1,285
2006,"NJ13",0.0198529471380713,0.020130610734408,0.259754294372947,0,0,1,285
2008,"NJ13",0,0.0193423597678917,0.110251450676983,0,0,1,285
2010,"NJ13",0,0.122719735360301,0.268136023927023,0,0,1,285
1980,"NJ14",0.015625,0.015625,0.0625,0,0,0,286
1982,"NJ14",0.0158730158730159,0.0793650793650794,0,0,0,0,286
1984,"NJ14",0.0204081632653061,0.0816326530612245,0,0,0,0,286
1986,"NJ14",0,0.0785714285714286,0.0857142857142857,0,0,0,286
1988,"NJ14",0.00938086303939963,0.0525328330206379,0.00938086303939963,0,0,0,286
1990,"NJ14",0.078125,0.05625,0.0234375,0,0,0,286
1980,"NJ15",0,0,0,0,0,0,287
1980,"NJ2",0,0,0,0,0,0,288
1982,"NJ2",0,0,0,0,0,0,288
1984,"NJ2",0,0.181818181818182,0,0,0,0,288
1986,"NJ2",0,0.0476417341591234,0.0238208670795617,0,0,0,288
1988,"NJ2",0,0,0,0,0,0,288
1990,"NJ2",0,0.043859649122807,0,0,0,0,288
1992,"NJ2",0.00518594867207302,0.0427840765446024,0.00664449673609355,0,0,0,288
1994,"NJ2",0.00694738825302624,0.0320286373698837,0.00518110310395177,0,0,0,288
1996,"NJ2",0.0150954029466227,0.0356251509540295,0.0094597858465502,0,0,0,288
1998,"NJ2",0.0129916853213943,0.0173222470951924,0.0116592047756103,0,0,0,288
2000,"NJ2",0.0285262523024761,0.00407517890035373,0.00652028624056596,0,0,0,288
2002,"NJ2",0.0263149147396762,0.0115993374181468,0.00173124439076817,0,0,0,288
2004,"NJ2",0.00795369931632031,0.0235226426589048,0.0108305692817979,0,0,0,288
2006,"NJ2",0.0266279148213045,0.011662020213439,0.00679737513378686,0,1,0,288
2008,"NJ2",0.0206207790218403,0.0169818180179862,0.00695561403308127,0,0,0,288
2010,"NJ2",0.0214842770898831,0.0136067088235926,0.0243488473685341,0,0,0,288
2012,"NJ2",0.00201313021041237,0.00316349033064801,0.0393998341180707,0,0,0,288
1980,"NJ3",0,0.0463606861381548,0.0463606861381548,0,0,0,289
1982,"NJ3",0.00511980339954946,0.0255990169977473,0.0148474298586934,0,0,0,289
1984,"NJ3",0.00997008973080758,0.00997008973080758,0.00997008973080758,0,0,0,289
1986,"NJ3",0,0.0524548887956357,0,0,0,0,289
1988,"NJ3",0.00157819315821702,0.0299856700061234,0.00315638631643404,0,0,0,289
1990,"NJ3",0.0247664863306296,0.0151755430947485,0.00379388577368713,0,0,0,289
1992,"NJ3",0.0283311128589544,0.0120387165123036,0.0160516220164048,0,0,0,289
1994,"NJ3",0.0332973014708721,0.00965139173068756,0.0193027834613751,0,0,0,289
1996,"NJ3",0.0285908647257742,0.0132602458814366,0.0049294594354783,0,0,0,289
1998,"NJ3",0.00649350649350649,0.024025974025974,0.012987012987013,0,0,0,289
2000,"NJ3",0.00853218054094025,0.0313608421668488,0.0148297423687771,0,0,0,289
2002,"NJ3",0.0321696946174363,0.0243446337645464,0.0214754447851534,0,0,0,289
2004,"NJ3",0.00957228455456662,0.0512669470855155,0.010124531740407,0,0,0,289
2006,"NJ3",0.0145515274118095,0.0274332074157065,0.0200381688949508,0,0,0,289
2008,"NJ3",0.0236091256990219,0.0322946158338192,0.0238784432225815,0,0,0,289
2010,"NJ3",0.0181953485170169,0.0392328935675436,0.0145105297974157,0,0,0,289
2012,"NJ3",0.012640823186249,0.0342079881230727,0.00833282434355105,0,0,0,289
1980,"NJ4",0,0.161290322580645,0,0,0,0,290
1982,"NJ4",0.00952090791377866,0.0578871201157742,0,0,0,0,290
1984,"NJ4",0.0198511166253102,0.0694789081885856,0,0,0,0,290
1986,"NJ4",0.00953288846520496,0.0190657769304099,0,0,0,0,290
1988,"NJ4",0,0,0,0,0,0,290
1990,"NJ4",0.0239402451481103,0.00638406537282942,0.0303243105209397,0,0,0,290
1992,"NJ4",0.00983545287342756,0.051390241263659,0.0174579288503339,0,0,0,290
1994,"NJ4",0,0.0825666430761972,0.0448218919556499,0,0,0,290
1996,"NJ4",0.0781831720029784,0.0223380491437081,0.0171258376768429,0,0,0,290
1998,"NJ4",0.00353982300884956,0,0.0106194690265487,0,0,0,290
2000,"NJ4",0.0111194506991355,0.0273353163020413,0.00926620891594622,0,0,0,290
2002,"NJ4",0.0343338790023975,0.00709377665338791,0.0694598963977566,0,0,0,290
2004,"NJ4",0.0360338280179855,0.0144934953193007,0.0610525995933025,0,0,1,290
